address,cars,bluecar counter,utilib_counter,utilib_counter,charge_slots,charging status,city,kind,postal_code,rental_status,slots,station_type,status,subscription_status,year,month,day,hour,minute,timestamp,Total_cars
11 Rue de la Grange aux Belles,4,4,0,0,0,operational,Paris,STATION,75010,operational,0,station,ok,nonexistent,2018,4,4,8,11,2018-04-04 08:11:00,4
19 rue Tronchet,0,0,0,0,2,operational,Paris,STATION,75008,operational,4,station,ok,nonexistent,2018,4,9,21,26,2018-04-09 21:26:00,0
44 rue SÃ©bastien Mercier,0,0,0,0,0,nonexistent,Paris,STATION,75015,operational,4,station,ok,nonexistent,2018,4,1,0,2,2018-04-01 00:02:00,0
2 Avenue Albert 1er,4,4,1,1,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,3,1,55,2018-04-03 01:55:00,6
45 rue Jeanne D'Arc,3,3,0,0,0,nonexistent,Paris,STATION,75013,operational,1,station,ok,nonexistent,2018,4,9,4,7,2018-04-09 04:07:00,3
136 boulevard Raspail,0,0,0,0,0,broken,Paris,STATION,75006,broken,0,station,closed,nonexistent,2018,4,3,20,36,2018-04-03 20:36:00,0
23 rue du DÃ©part,0,0,0,0,2,operational,Paris,STATION,75014,operational,5,station,ok,nonexistent,2018,4,4,16,27,2018-04-04 16:27:00,0
1 rue Boulard,6,6,0,0,0,operational,Paris,STATION,75014,operational,0,station,ok,nonexistent,2018,4,4,21,36,2018-04-04 21:36:00,6
44 rue SÃ©bastien Mercier,5,5,0,1,0,nonexistent,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,3,3,21,2018-04-03 03:21:00,6
2 boulevard Pesaro,6,6,0,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,9,12,52,2018-04-09 12:52:00,6
1 rue Jean-FranÃ§ois LÃ©pine,0,0,0,0,0,broken,Paris,STATION,75018,broken,0,station,closed,nonexistent,2018,4,2,17,35,2018-04-02 17:35:00,0
10 Rue Anizan Cavillon,0,0,0,0,0,nonexistent,Le Bourget,SPACE,93350,broken,0,full_station,closed,broken,2018,4,8,9,0,2018-04-08 09:00:00,0
9 avenue Arblade,3,3,0,1,0,nonexistent,Malakoff,STATION,92240,operational,0,station,ok,nonexistent,2018,4,1,15,21,2018-04-01 15:21:00,4
19 rue Tronchet,0,0,0,0,1,operational,Paris,STATION,75008,operational,5,station,ok,nonexistent,2018,4,4,21,28,2018-04-04 21:28:00,0
122 Rue MÃ©nilmontant,5,5,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,5,3,17,2018-04-05 03:17:00,5
2 avenue des murs du parc,6,6,0,0,0,nonexistent,Vincennes,STATION,94300,operational,1,station,ok,nonexistent,2018,4,2,7,57,2018-04-02 07:57:00,6
1 rue Claude Terrasse,5,5,0,0,0,operational,Le Blanc-Mesnil,STATION,93150,operational,0,station,ok,nonexistent,2018,4,7,20,32,2018-04-07 20:32:00,5
28 Avenue de la Porte de Villiers,4,4,0,0,1,operational,Paris,STATION,75017,operational,2,station,ok,nonexistent,2018,4,8,8,56,2018-04-08 08:56:00,4
21 Boulevard des Ãles,4,4,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,2,station,ok,nonexistent,2018,4,3,15,29,2018-04-03 15:29:00,4
2 Avenue RenÃ© Fonck,1,1,0,0,1,operational,Paris,STATION,75019,operational,3,station,ok,nonexistent,2018,4,1,14,19,2018-04-01 14:19:00,1
221 rue Saint-Jacques,0,0,0,0,0,nonexistent,Paris,STATION,75005,operational,4,station,ok,nonexistent,2018,4,8,2,41,2018-04-08 02:41:00,0
60 Avenue Victor Hugo,2,2,1,0,1,operational,Paris,SPACE,75016,operational,2,full_station,ok,broken,2018,4,9,0,52,2018-04-09 00:52:00,3
73 rue Marcelin Berthelot,1,1,0,1,0,nonexistent,Drancy,STATION,93700,operational,2,station,ok,nonexistent,2018,4,5,6,51,2018-04-05 06:51:00,2
32 avenue FranÃ§ois Vincent Raspail,5,5,0,1,0,nonexistent,Arcueil,STATION,94110,operational,0,station,ok,nonexistent,2018,4,1,10,15,2018-04-01 10:15:00,6
86 rue Pelleport,3,3,0,0,0,nonexistent,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,3,21,12,2018-04-03 21:12:00,3
19 rue Dalayrac,4,4,1,0,0,operational,Paris,STATION,75002,operational,0,station,ok,nonexistent,2018,4,5,13,59,2018-04-05 13:59:00,5
41 rue Didot,3,3,0,0,0,nonexistent,Paris,STATION,75014,operational,0,station,ok,nonexistent,2018,4,6,14,47,2018-04-06 14:47:00,3
39 Rue Volta,2,2,0,0,0,nonexistent,Paris,STATION,75003,operational,2,station,ok,nonexistent,2018,4,2,23,44,2018-04-02 23:44:00,2
59 boulevard Saint-Jacques,0,0,0,0,1,operational,Paris,STATION,75014,operational,4,station,ok,nonexistent,2018,4,8,16,53,2018-04-08 16:53:00,0
19 rue de Suresnes,5,5,0,1,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,8,18,33,2018-04-08 18:33:00,6
26 Avenue Duquesne,0,0,0,0,0,operational,Paris,STATION,75007,operational,5,station,ok,nonexistent,2018,4,1,17,53,2018-04-01 17:53:00,0
8 rue Goubet,4,4,0,0,0,operational,Paris,STATION,75019,operational,2,station,ok,nonexistent,2018,4,9,23,2,2018-04-09 23:02:00,4
56 Rue La Fayette,0,0,0,0,2,operational,Paris,STATION,75009,operational,6,station,ok,nonexistent,2018,4,8,9,32,2018-04-08 09:32:00,0
42 avenue de Friedland,4,4,0,0,0,nonexistent,Paris,STATION,75008,operational,0,station,ok,nonexistent,2018,4,2,13,57,2018-04-02 13:57:00,4
1 rue Emile Raspail,5,5,0,0,0,nonexistent,Arcueil,STATION,94110,operational,1,station,ok,nonexistent,2018,4,2,11,14,2018-04-02 11:14:00,5
6 rue Isidore Nerat,4,4,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,operational,3,station,ok,nonexistent,2018,4,4,16,4,2018-04-04 16:04:00,4
1 place des Anciens combattants d'Afrique du Nord,1,1,1,1,0,nonexistent,Antony,STATION,92160,operational,2,station,ok,nonexistent,2018,4,6,16,52,2018-04-06 16:52:00,3
17 rue Charles VII,4,4,0,0,0,nonexistent,Nogent-sur-Marne,STATION,94130,operational,1,station,ok,nonexistent,2018,4,9,21,38,2018-04-09 21:38:00,4
136 boulevard Raspail,0,0,0,0,0,broken,Paris,STATION,75006,broken,0,station,closed,nonexistent,2018,4,2,1,22,2018-04-02 01:22:00,0
1 rue de Verdun,5,5,0,1,0,nonexistent,Clamart,STATION,92140,operational,0,station,ok,nonexistent,2018,4,8,18,30,2018-04-08 18:30:00,6
6 Rue de Metz,1,1,0,0,0,nonexistent,Paris,STATION,75010,operational,2,station,ok,nonexistent,2018,4,1,17,54,2018-04-01 17:54:00,1
63 avenue du 18 juin 1940,2,2,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,2,station,ok,nonexistent,2018,4,7,11,25,2018-04-07 11:25:00,2
126 rue d'Aubervilliers,4,4,0,0,1,operational,Paris,STATION,75019,operational,2,station,ok,nonexistent,2018,4,6,12,15,2018-04-06 12:15:00,4
14 avenue ThÃ©ophile Gauthier,5,5,0,0,0,operational,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,2,1,33,2018-04-02 01:33:00,5
122 ter Rue de Picpus,4,4,1,0,0,operational,Paris,STATION,75012,operational,0,station,ok,nonexistent,2018,4,6,10,45,2018-04-06 10:45:00,5
27 Rue des Batignolles,1,1,0,1,0,operational,Paris,STATION,75017,operational,2,station,ok,nonexistent,2018,4,5,21,37,2018-04-05 21:37:00,2
18 rue Madame,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,4,station,ok,nonexistent,2018,4,6,3,57,2018-04-06 03:57:00,0
Quai de SÃ¨vres,0,0,0,0,0,nonexistent,SÃ¨vres,PARKING,92310,operational,6,station,ok,nonexistent,2018,4,4,5,16,2018-04-04 05:16:00,0
67 Rue Dulong,0,0,0,0,1,operational,Paris,STATION,75017,operational,5,station,ok,nonexistent,2018,4,7,11,55,2018-04-07 11:55:00,0
24 rue Caillaux,1,1,0,0,1,operational,Paris,STATION,75013,operational,2,station,ok,nonexistent,2018,4,4,0,19,2018-04-04 00:19:00,1
69 boulevard Pasteur,0,0,0,0,0,nonexistent,Paris,PARKING,75015,broken,0,station,closed,nonexistent,2018,4,7,7,55,2018-04-07 07:55:00,0
1 rue des Bois,4,4,0,0,0,nonexistent,Paris,STATION,75019,operational,0,station,ok,nonexistent,2018,4,8,23,32,2018-04-08 23:32:00,4
121 avenue AndrÃ© Morizet,3,3,0,0,0,nonexistent,Boulogne-Billancourt,STATION,92100,operational,1,station,ok,nonexistent,2018,4,9,22,35,2018-04-09 22:35:00,3
182 Boulevard Voltaire,5,5,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,9,9,31,2018-04-09 09:31:00,5
2 Rue Marcel Monge,5,5,0,0,0,operational,Suresnes,STATION,92150,operational,0,station,ok,nonexistent,2018,4,6,14,43,2018-04-06 14:43:00,5
42 rue Pierre Brossolette,2,2,0,0,0,nonexistent,Colombes,STATION,92700,operational,4,station,ok,nonexistent,2018,4,1,16,54,2018-04-01 16:54:00,2
2 Avenue de Taillebourg,2,2,0,0,2,operational,Paris,STATION,75011,operational,4,station,ok,nonexistent,2018,4,8,1,22,2018-04-08 01:22:00,2
52 rue Charles Hermite,0,0,0,0,0,broken,Paris,STATION,75018,broken,0,station,closed,nonexistent,2018,4,1,0,51,2018-04-01 00:51:00,0
128 avenue de la RÃ©publique,4,4,0,1,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,9,16,57,2018-04-09 16:57:00,5
143 Rue La Fayette,1,1,0,0,0,nonexistent,Paris,STATION,75010,operational,2,station,ok,nonexistent,2018,4,9,8,56,2018-04-09 08:56:00,1
22 Rue Auguste Blanqui,4,4,0,0,0,nonexistent,Drancy,STATION,93700,operational,1,station,ok,nonexistent,2018,4,9,18,49,2018-04-09 18:49:00,4
60 Avenue Victor Hugo,1,1,0,0,0,operational,Paris,SPACE,75016,operational,3,full_station,ok,broken,2018,4,6,3,43,2018-04-06 03:43:00,1
126 rue de Colombes,0,0,0,0,0,nonexistent,La Garenne-Colombes,STATION,92250,operational,6,station,ok,nonexistent,2018,4,7,13,14,2018-04-07 13:14:00,0
73 avenue des Ternes,3,3,0,0,0,operational,Paris,SPACE,75017,operational,1,full_station,ok,operational,2018,4,1,23,31,2018-04-01 23:31:00,3
2 rue Pierre Renaudel,1,1,0,0,0,nonexistent,Champigny-sur-Marne,SPACE,94500,operational,3,full_station,ok,operational,2018,4,2,19,32,2018-04-02 19:32:00,1
2 rue Jean Cocteau,1,1,0,0,2,operational,Paris,STATION,75018,operational,5,station,ok,nonexistent,2018,4,8,1,54,2018-04-08 01:54:00,1
18 Boulevard Garibaldi,5,5,0,1,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,9,5,31,2018-04-09 05:31:00,6
7 rue Raymond Pitet,3,3,0,0,0,operational,Paris,STATION,75017,operational,2,station,ok,nonexistent,2018,4,9,12,15,2018-04-09 12:15:00,3
11 rue Henri Say,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,2,8,11,2018-04-02 08:11:00,6
21 rue Fernand Braudel,0,0,0,0,0,nonexistent,Paris,STATION,75013,operational,4,station,ok,nonexistent,2018,4,8,7,48,2018-04-08 07:48:00,0
54 Rue David d'Angers,1,1,0,0,2,operational,Paris,STATION,75019,operational,5,station,ok,nonexistent,2018,4,2,12,44,2018-04-02 12:44:00,1
70 Boulevard de Clichy,0,0,0,0,1,operational,Paris,STATION,75018,operational,4,station,ok,nonexistent,2018,4,9,7,46,2018-04-09 07:46:00,0
20 avenue RaphaÃ«l,3,3,0,0,0,operational,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,8,4,55,2018-04-08 04:55:00,3
10 rue Jacques Mazaud,0,0,0,0,0,nonexistent,Levallois-Perret,PARKING,92300,operational,1,station,ok,nonexistent,2018,4,6,14,59,2018-04-06 14:59:00,0
16 rue du TÃ©lÃ©graphe,2,2,0,0,0,operational,Paris,STATION,75020,operational,2,station,ok,nonexistent,2018,4,9,17,20,2018-04-09 17:20:00,2
335 rue Gabriel PÃ©ri,2,2,0,0,0,nonexistent,Colombes,STATION,92700,operational,3,station,ok,nonexistent,2018,4,4,0,24,2018-04-04 00:24:00,2
1bis rue Ravignan,1,1,0,1,1,operational,Paris,STATION,75018,operational,3,station,ok,nonexistent,2018,4,9,16,9,2018-04-09 16:09:00,2
11 avenue Georges Lafenestre,3,3,0,1,1,operational,Paris,STATION,75014,operational,1,station,ok,nonexistent,2018,4,7,13,19,2018-04-07 13:19:00,4
1 rue Jean Sicard,5,5,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,2,10,44,2018-04-02 10:44:00,5
7 Rue du Chevalier de la Barre,0,0,0,0,0,nonexistent,Le Bourget,STATION,93350,broken,0,station,closed,nonexistent,2018,4,7,22,59,2018-04-07 22:59:00,0
178 Avenue GalliÃ©ni,0,0,0,0,0,nonexistent,Saint-MandÃ©,SPACE,94160,operational,6,full_station,ok,broken,2018,4,7,23,21,2018-04-07 23:21:00,0
33 Avenue Sully Prudhomme,4,4,0,0,0,nonexistent,ChÃ¢tenay-Malabry,STATION,92290,operational,1,station,ok,nonexistent,2018,4,6,4,21,2018-04-06 04:21:00,4
181 quater Avenue de Clichy,0,0,0,0,0,nonexistent,Paris,STATION,75017,operational,2,station,ok,nonexistent,2018,4,5,18,37,2018-04-05 18:37:00,0
52 rue Charles Hermite,0,0,0,0,0,broken,Paris,STATION,75018,broken,0,station,closed,nonexistent,2018,4,5,9,3,2018-04-05 09:03:00,0
35 rue Mathis,1,1,0,0,0,nonexistent,Paris,STATION,75019,operational,3,station,ok,nonexistent,2018,4,9,2,47,2018-04-09 02:47:00,1
3 avenue Paul Doumer,4,4,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,2,station,ok,nonexistent,2018,4,1,9,59,2018-04-01 09:59:00,4
2 avenue Georges Pompidou,0,0,0,0,0,nonexistent,Sucy-en-Brie,STATION,94370,future,0,station,scheduled,nonexistent,2018,4,2,15,32,2018-04-02 15:32:00,0
4 rue Alexis de Tocqueville,6,6,0,1,0,nonexistent,Antony,STATION,92160,operational,0,station,ok,nonexistent,2018,4,4,9,59,2018-04-04 09:59:00,7
43 Rue de Monceau,0,0,2,0,2,operational,Paris,STATION,75008,operational,4,station,ok,nonexistent,2018,4,8,8,42,2018-04-08 08:42:00,2
44 Avenue de Suffren,0,0,0,0,0,nonexistent,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,6,8,14,2018-04-06 08:14:00,0
36 quai de BÃ©thune,0,0,0,0,0,operational,Paris,STATION,75004,operational,0,station,ok,nonexistent,2018,4,8,18,39,2018-04-08 18:39:00,0
5 rue de Bellechasse,0,0,0,0,0,nonexistent,Paris,STATION,75007,operational,4,station,ok,nonexistent,2018,4,4,4,26,2018-04-04 04:26:00,0
2 Rue des EntrepÃ´ts,2,2,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,2,station,ok,nonexistent,2018,4,8,14,31,2018-04-08 14:31:00,2
143 boulevard Vincent Auriol,1,1,0,0,0,operational,Paris,SPACE,75013,operational,0,full_station,ok,operational,2018,4,1,17,58,2018-04-01 17:58:00,1
22 Boulevard de Belleville,0,0,0,1,0,nonexistent,Paris,STATION,75020,operational,3,station,ok,nonexistent,2018,4,6,4,37,2018-04-06 04:37:00,1
2 rue Jean Cocteau,0,0,0,0,2,operational,Paris,STATION,75018,operational,5,station,ok,nonexistent,2018,4,8,22,40,2018-04-08 22:40:00,0
9 Rue de la Gare,5,5,0,0,0,nonexistent,Nanterre,STATION,92000,operational,1,station,ok,nonexistent,2018,4,3,22,3,2018-04-03 22:03:00,5
172 boulevard Diderot,2,2,0,1,1,operational,Paris,SPACE,75012,operational,2,full_station,ok,broken,2018,4,2,9,44,2018-04-02 09:44:00,3
17 Rue Ãmile Zola,0,0,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,broken,0,station,closed,nonexistent,2018,4,1,23,16,2018-04-01 23:16:00,0
70 Avenue Paul Langevin,4,4,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,operational,1,station,ok,nonexistent,2018,4,1,16,19,2018-04-01 16:19:00,4
3 Rue Yves Toudic,0,0,0,0,0,broken,Paris,STATION,75010,broken,0,station,closed,nonexistent,2018,4,1,14,7,2018-04-01 14:07:00,0
11 rue Robert Lavergne,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,6,20,55,2018-04-06 20:55:00,6
2 Rue Marcelin Berthelot,3,3,0,0,0,nonexistent,Drancy,STATION,93700,operational,2,station,ok,nonexistent,2018,4,5,15,49,2018-04-05 15:49:00,3
5 Rue Jean Marin Naudin,4,4,0,0,0,nonexistent,Bagneux,STATION,92220,operational,2,station,ok,nonexistent,2018,4,9,1,13,2018-04-09 01:13:00,4
18 rue Madame,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,2,station,ok,nonexistent,2018,4,8,21,24,2018-04-08 21:24:00,0
45 Avenue de la Bourdonnais,0,0,0,0,0,operational,Paris,STATION,75007,operational,4,station,ok,nonexistent,2018,4,5,23,22,2018-04-05 23:22:00,0
19 place de la Madeleine,0,0,0,0,0,nonexistent,Paris,PARKING,75008,operational,6,station,ok,nonexistent,2018,4,7,22,35,2018-04-07 22:35:00,0
71 rue Caulaincourt,5,5,0,0,0,nonexistent,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,3,18,36,2018-04-03 18:36:00,5
1bis Avenue Joseph Franceschi,0,0,0,0,0,nonexistent,Alfortville,STATION,94140,operational,5,station,ok,nonexistent,2018,4,4,11,48,2018-04-04 11:48:00,0
22 Avenue Jean JaurÃ¨s,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,8,21,51,2018-04-08 21:51:00,6
15 bis rue de Tolbiac,1,1,0,0,0,nonexistent,Paris,STATION,75013,operational,3,station,ok,nonexistent,2018,4,2,12,35,2018-04-02 12:35:00,1
26 boulevard Gouvion Saint-Cyr,5,5,0,1,0,nonexistent,Paris,PARKING,75017,operational,0,station,ok,nonexistent,2018,4,8,12,16,2018-04-08 12:16:00,6
87 rue Martre,5,5,0,0,0,nonexistent,Clichy la garenne,STATION,92210,operational,0,station,ok,nonexistent,2018,4,7,8,27,2018-04-07 08:27:00,5
9 rue Philibert Delorme,0,0,0,0,0,nonexistent,Guyancourt,STATION,78280,future,0,station,scheduled,nonexistent,2018,4,8,8,21,2018-04-08 08:21:00,0
25 rue de la Plaine,0,0,0,0,1,operational,Paris,STATION,75020,operational,5,station,ok,nonexistent,2018,4,7,17,26,2018-04-07 17:26:00,0
2 rue PÃ©trarque,0,0,0,0,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,5,7,56,2018-04-05 07:56:00,0
11 rue Robert Lavergne,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,2,5,37,2018-04-02 05:37:00,6
13 Rue de l'Union,6,6,0,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,8,6,34,2018-04-08 06:34:00,6
33 route du PavÃ© des Gardes,1,1,0,0,0,nonexistent,Chaville,STATION,92370,operational,5,station,ok,nonexistent,2018,4,9,3,48,2018-04-09 03:48:00,1
8 Avenue de la Porte de Montrouge,0,0,0,0,2,operational,Paris,STATION,75014,operational,6,station,ok,nonexistent,2018,4,5,14,9,2018-04-05 14:09:00,0
10 avenue Georges ClÃ©menceau,6,6,0,0,0,nonexistent,Nogent-sur-Marne,STATION,94130,operational,0,station,ok,nonexistent,2018,4,7,21,1,2018-04-07 21:01:00,6
5 boulevard de Bercy,2,2,0,1,1,operational,Paris,STATION,75112,operational,2,station,ok,nonexistent,2018,4,4,9,46,2018-04-04 09:46:00,3
215 rue Henri Barbusse,3,3,0,1,0,nonexistent,Argenteuil,STATION,95100,operational,2,station,ok,nonexistent,2018,4,7,8,30,2018-04-07 08:30:00,4
75 Rue de la Convention,2,2,0,0,0,nonexistent,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,9,8,39,2018-04-09 08:39:00,2
243 rue Saint-Martin,0,0,0,0,1,operational,Paris,STATION,75003,operational,3,station,ok,nonexistent,2018,4,8,3,17,2018-04-08 03:17:00,0
11 Avenue Richerand,3,3,0,0,1,operational,Paris,STATION,75010,operational,2,station,ok,nonexistent,2018,4,5,22,40,2018-04-05 22:40:00,3
20 Boulevard Ãmile Augier,3,3,0,1,0,operational,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,6,1,29,2018-04-06 01:29:00,4
1 rue Henry Espaullard,5,5,0,0,0,nonexistent,Noisy-le-Sec,STATION,93130,operational,0,station,ok,nonexistent,2018,4,4,9,5,2018-04-04 09:05:00,5
4 avenue de la SÅur Rosalie,0,0,0,0,0,nonexistent,Paris,STATION,75013,operational,4,station,ok,nonexistent,2018,4,8,10,32,2018-04-08 10:32:00,0
19 Rue Polonceau,2,2,0,1,0,nonexistent,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,8,10,45,2018-04-08 10:45:00,3
2 square TolstoÃ¯,2,2,0,0,0,operational,Paris,STATION,75016,operational,2,station,ok,nonexistent,2018,4,4,8,2,2018-04-04 08:02:00,2
8 avenue Ãdouard Belin,1,1,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,3,station,ok,nonexistent,2018,4,3,1,29,2018-04-03 01:29:00,1
16 rue du TÃ©lÃ©graphe,4,4,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,7,2,32,2018-04-07 02:32:00,4
48 Rue Henri Huchard,1,1,0,0,2,operational,Paris,STATION,75018,operational,2,station,ok,nonexistent,2018,4,2,20,42,2018-04-02 20:42:00,1
1 Avenue Marceau,0,0,0,0,1,operational,Paris,STATION,75016,operational,5,station,ok,nonexistent,2018,4,6,6,52,2018-04-06 06:52:00,0
271 Boulevard Pereire,0,0,0,0,2,operational,Paris,STATION,75017,operational,6,station,ok,nonexistent,2018,4,8,17,54,2018-04-08 17:54:00,0
18 rue Pasteur,3,3,0,0,0,nonexistent,Saint-Cloud,STATION,92210,operational,3,station,ok,nonexistent,2018,4,9,14,5,2018-04-09 14:05:00,3
109 Rue du 8 mai 1945,5,5,0,0,0,nonexistent,Nanterre,STATION,92000,operational,1,station,ok,nonexistent,2018,4,3,7,13,2018-04-03 07:13:00,5
34 avenue du CimetiÃ¨re Parisien,2,2,0,0,0,nonexistent,Pantin,STATION,93500,operational,4,station,ok,nonexistent,2018,4,6,1,35,2018-04-06 01:35:00,2
28 rue Ãdouard Vaillant,3,3,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,4,station,ok,nonexistent,2018,4,4,21,42,2018-04-04 21:42:00,3
8 Boulevard Richard Lenoir,3,3,0,0,0,operational,Paris,STATION,75011,operational,1,station,ok,nonexistent,2018,4,3,18,14,2018-04-03 18:14:00,3
40 avenue Pierre Kerautret,3,3,0,0,0,nonexistent,Romainville,SPACE,93230,operational,3,full_station,ok,operational,2018,4,8,1,30,2018-04-08 01:30:00,3
55 rue d'Auteuil,0,0,1,1,0,nonexistent,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,4,17,50,2018-04-04 17:50:00,2
6 Rue Adolphe Yvon,5,5,0,0,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,2,14,15,2018-04-02 14:15:00,5
88 rue de Bercy,2,2,0,0,1,operational,Paris,STATION,75012,operational,4,station,ok,nonexistent,2018,4,2,10,25,2018-04-02 10:25:00,2
1 Rue Dieumegard,3,3,0,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,1,station,ok,nonexistent,2018,4,2,23,38,2018-04-02 23:38:00,3
49 avenue de l'Arche,0,0,0,0,0,nonexistent,Courbevoie,STATION,92400,operational,4,station,ok,nonexistent,2018,4,4,19,19,2018-04-04 19:19:00,0
109 avenue FÃ©lix Faure,1,1,0,0,0,operational,Paris,SPACE,75015,operational,3,full_station,ok,broken,2018,4,6,22,5,2018-04-06 22:05:00,1
104 avenue Ledru Rollin,0,0,0,0,1,operational,Paris,STATION,75011,operational,1,station,ok,nonexistent,2018,4,1,12,30,2018-04-01 12:30:00,0
2 Rue Marcelin Berthelot,0,0,0,0,0,nonexistent,Drancy,STATION,93700,operational,4,station,ok,nonexistent,2018,4,4,10,1,2018-04-04 10:01:00,0
1 Place Ferrari,0,0,0,0,0,nonexistent,Clamart,STATION,92140,operational,5,station,ok,nonexistent,2018,4,6,11,42,2018-04-06 11:42:00,0
92 rue Pierre Brossolette,0,0,0,0,0,nonexistent,Yerres,STATION,91330,operational,7,station,ok,nonexistent,2018,4,9,14,26,2018-04-09 14:26:00,0
10 avenue Georges ClÃ©menceau,5,5,1,1,0,nonexistent,Nogent-sur-Marne,STATION,94130,operational,0,station,ok,nonexistent,2018,4,5,7,47,2018-04-05 07:47:00,7
